ParkName,State,partySize,BookingType,RateType,Equipment
The Islands,NS ,2,CampsitePermit,Full,LT40ft
Amherst Shore,ON ,5,CampsitePermit,Full,ST
Dollar Lake,NETHERLANDS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,SWITZERLAND ,5,CampsitePermit,Full,LT20ft
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Valleyview,QC ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,FULL,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT40ft
Blomidon,NH ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,6,CampsitePermit,Full,LT20ft
Porters Lake,PA ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,6,CampsitePermit,Senior,Tents
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,LT30ft
The Islands,AUSTRIA ,4,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Salsman,NS ,3,CampsitePermit,Full,ST
Porters Lake,NS ,5,CampsitePermit,Full,Tents
Battery,ALBANIA ,2,CampsitePermit,Senior,ST
Salsman,NS ,4,CampsitePermit,Full,LT40ft
Laurie,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Veteran,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Veteran,LT20ft
Thomas Raddall,AB ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,3,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Mira River,FL ,2,CampsitePermit,Senior,ST
Battery,NC ,2,CampsitePermit,Senior,ST
Rissers Beach,QC ,1,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Graves Island,ON ,4,CampsitePermit,Senior,LT30ft
Valleyview,NS ,1,CampsitePermit,Full,ST
Battery,NS ,1,CampsitePermit,Senior,ST
Laurie,QC ,2,CampsitePermit,Full,Tents
Graves Island,NS ,4,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Whycocomagh,IL ,1,CampsitePermit,Senior,ST
Salsman,NS ,3,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Graves Island,MI ,2,CampsitePermit,Full,LT30ft
The Islands,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
The Islands,QC ,2,CampsitePermit,Full,LT20ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,5,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT40ft
Laurie,NS ,2,CampsitePermit,Full,ST
Laurie,QC ,2,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Mira River,ON ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT40ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,7,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Host,LT30ft
Mira River,ON ,2,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Blomidon,ON ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,GERMANY ,4,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Smileys,NS ,2,CampsitePermit,Senior,LT30ft
Smileys,NS ,2,CampsitePermit,Full,LT40ft
Mira River,MA ,2,CampsitePermit,Senior,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,QC ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,4,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,5,CampsitePermit,Full,LT40ft
Valleyview,NS ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,6,CampsitePermit,Full,Tents
Porters Lake,NC ,2,CampsitePermit,Senior,LT20ft
Amherst Shore,SWITZERLAND ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Battery,GERMANY ,2,CampsitePermit,Senior,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,BC ,2,CampsitePermit,Senior,LT20ft
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
The Islands,NS ,5,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,5,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NB ,2,CampsitePermit,Full,Tents
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,4,CampsitePermit,Full,ST
Laurie,NB ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,CO ,1,CampsitePermit,Full,ST
Thomas Raddall,NB ,2,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Senior,LT40ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,MD ,6,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT30ft
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT20ft
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
The Islands,NS ,4,CampsitePermit,Full,Tents
Mira River,QC ,2,CampsitePermit,Full,ST
The Islands,ON ,2,CampsitePermit,Full,ST
Graves Island,ON ,5,CampsitePermit,Full,LT30ft
Laurie,NS ,4,CampsitePermit,Full,ST
Smileys,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT20ft
Rissers Beach,QC ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,5,CampsitePermit,Full,LT30ft
Whycocomagh,AB ,2,CampsitePermit,Full,LT30ft
Mira River,QC ,3,CampsitePermit,Full,LT40ft
Porters Lake,SWITZERLAND ,1,CampsitePermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,FL ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT40ft
Caribou Munroes,ON ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Laurie,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,6,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,8,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Blomidon,TN ,2,CampsitePermit,Full,ST
Smileys,NS ,5,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,6,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,ON ,2,CampsitePermit,Full,LT30ft
Graves Island,BC ,1,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,1,CampsitePermit,Veteran,ST
Whycocomagh,NH ,2,CampsitePermit,Full,LT20ft
Battery,PA ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,6,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT40ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,6,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Mira River,QC ,2,CampsitePermit,Full,LT40ft
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Whycocomagh,NS ,4,CampsitePermit,Full,LT40ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Blomidon,NB ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,LT30ft
Valleyview,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,TN ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,1,CampsitePermit,Senior,ST
Laurie,NS ,4,CampsitePermit,Full,LT20ft
Smileys,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,AB ,2,CampsitePermit,Full,ST
Caribou Munroes,NJ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT40ft
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,ON ,1,CampsitePermit,Full,ST
Blomidon,VA ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Graves Island,QC ,2,CampsitePermit,Senior,LT20ft
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,ON ,3,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Veteran,LT30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,LT20ft
Amherst Shore,ON ,4,CampsitePermit,Full,Tents
Blomidon,QC ,2,CampsitePermit,Full,ST
Blomidon,GERMANY ,2,CampsitePermit,Full,ST
Mira River,NS ,5,CampsitePermit,Full,LT30ft
Whycocomagh,ON ,4,YurtPermit,Full,Tents
Blomidon,UK,2,CampsitePermit,Full,LT30ft
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,CT ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,ON ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,3,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Mira River,QC ,5,CampsitePermit,Full,LT20ft
Porters Lake,NS ,4,CampsitePermit,Full,ST
Mira River,ME ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,4,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Senior,LT20ft
Valleyview,ON ,4,CampsitePermit,Full,ST
Caribou Munroes,BC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,CT ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,LT20ft
Five Islands,ON ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,ON ,2,CampsitePermit,Senior,LT20ft
Laurie,NS ,4,CampsitePermit,Full,ST
Valleyview,NS ,4,CampsitePermit,Full,LT20ft
Laurie,ON ,3,CampsitePermit,Full,Tents
Graves Island,NB ,1,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT20ft
Blomidon,ON ,3,CampsitePermit,Full,Tents
Battery,ON ,2,CampsitePermit,Full,LT20ft
Amherst Shore,NC ,4,CampsitePermit,Full,ST
Caribou Munroes,BC ,3,CampsitePermit,Full,ST
Laurie,NS ,6,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,QC ,1,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,LT20ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Valleyview,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Boylston,BC ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
The Islands,NY ,2,CampsitePermit,Senior,ST
Blomidon,QC ,3,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT20ft
Mira River,ON ,8,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Mira River,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT40ft
Mira River,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,LT40ft
Whycocomagh,QC ,3,CampsitePermit,Full,ST
Amherst Shore,QC ,5,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Laurie,NS ,6,CampsitePermit,Full,ST
Porters Lake,ON ,6,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Valleyview,QC ,2,CampsitePermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Mira River,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,2,CampsitePermit,Senior,LT30ft
Graves Island,NS ,4,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT30ft
The Islands,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Smileys,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,1,CampsitePermit,Senior,ST
Boylston,NS ,1,CampsitePermit,Senior,ST
The Islands,NS ,4,CampsitePermit,Full,Tents
Salsman,PE ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Senior,LT30ft
Mira River,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Porters Lake,AZ ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Five Islands,BC ,2,CampsitePermit,Senior,LT20ft
Five Islands,NS ,2,CampsitePermit,Senior,LT20ft
Amherst Shore,QC ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,6,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,3,CampsitePermit,Full,ST
The Islands,NS ,4,CampsitePermit,Full,LT30ft
Amherst Shore,ON ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NB ,5,CampsitePermit,Full,LT30ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Battery,ON ,3,CampsitePermit,Senior,LT20ft
Laurie,ON ,3,CampsitePermit,Full,ST
Salsman,NS ,6,CampsitePermit,Full,Tents
Blomidon,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NB ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,3,CampsitePermit,Veteran,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Smileys,GERMANY ,3,CampsitePermit,Full,ST
Blomidon,NB ,1,CampsitePermit,Full,LT30ft
Blomidon,GERMANY ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT40ft
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Smileys,NS ,5,CampsitePermit,Full,LT30ft
Mira River,NS ,4,CampsitePermit,Full,ST
Mira River,ON ,6,CampsitePermit,Full,LT20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,LT20ft
Whycocomagh,BC ,1,CampsitePermit,Full,LT20ft
Porters Lake,ON ,2,CampsitePermit,Full,LT30ft
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Porters Lake,SWITZERLAND ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Blomidon,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Smileys,NS ,5,CampsitePermit,Full,Tents
The Islands,NS ,1,CampsitePermit,Full,ST
Porters Lake,NS ,1,CampsitePermit,Full,ST
Blomidon,GERMANY ,2,CampsitePermit,Senior,LT20ft
Laurie,NS ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,LT40ft
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,NY ,2,CampsitePermit,Full,LT20ft
Graves Island,QC ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT20ft
Mira River,GERMANY ,5,CampsitePermit,Full,LT30ft
Mira River,QC ,4,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,6,CampsitePermit,Full,LT20ft
Graves Island,NS ,4,CampsitePermit,Full,LT40ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,6,CampsitePermit,Full,LT20ft
Boylston,AB ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,Tents
Five Islands,QC ,3,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Blomidon,QC ,5,CampsitePermit,Full,LT30ft
Graves Island,QC ,2,CampsitePermit,Senior,LT20ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,LT30ft
Blomidon,NS ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Porters Lake,GERMANY ,2,CampsitePermit,Senior,LT20ft
Mira River,NH ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,PA ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Battery,PA ,2,CampsitePermit,Full,ST
Five Islands,ON ,5,CampsitePermit,Full,LT40ft
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT40ft
Whycocomagh,SWITZERLAND ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,1,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Smileys,AB ,2,CampsitePermit,Full,LT40ft
Amherst Shore,NS ,2,CampsitePermit,Full,Tents
Salsman,NS ,6,CampsitePermit,Full,Tents
Whycocomagh,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT20ft
Cape Chignecto,NY ,2,BackcountryPermit,Full,Cabin
Caribou Munroes,NS ,1,CampsitePermit,Full,LT20ft
Laurie,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT40ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Whycocomagh,BC ,2,CampsitePermit,Full,ST
Smileys,NS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT40ft
Mira River,QC ,2,CampsitePermit,Full,ST
Graves Island,MB ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Battery,FL ,2,CampsitePermit,Senior,LT40ft
Blomidon,ON ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Blomidon,GERMANY ,3,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,3,CampsitePermit,Veteran,ST
Graves Island,ON ,1,CampsitePermit,Senior,ST
Graves Island,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT40ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,LT40ft
